Name	Meta	main_role	sub_role	Function	locus_tag
CF002_RS09885	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	phosphoglycerate kinase	PgPan_0652
hemG	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	protoporphyrinogen oxidase	PgPan_0813
PGF_RS02625	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	cobaltochelatase subunit CobN	PgPan_0830
cobJ	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	precorrin-3B C(17)-methyltransferase	PgPan_1049
cbiE	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	"precorrin-6y C5,15-methyltransferase (decarboxylating) subunit CbiE"	PgPan_1050
cobM	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	precorrin-4 C(11)-methyltransferase	PgPan_1052
CS374_RS02900	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	precorrin-6x reductase	PgPan_1053
B0493_RS00180	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	uroporphyrinogen-III synthase	PgPan_1059
hemH	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	ferrochelatase	PgPan_1128
CS549_RS04985	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	PgPan_1240
cobC	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	alpha-ribazole phosphatase	PgPan_1369
AT291_RS03580	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	adenosylcobinamide-GDP ribazoletransferase	PgPan_1370
cobT	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	PgPan_1371
cobU	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase	PgPan_1372
EG14_RS08405	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	heme-binding protein	PgPan_1402
CLI74_RS00885	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	adenosylcobinamide amidohydrolase	PgPan_1471
CS545_RS02655	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	precorrin-2 C(20)-methyltransferase	PgPan_1618
hemW	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	radical SAM family heme chaperone HemW	PgPan_1622
lipA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Lipoate	lipoyl synthase	PgPan_1587
CF002_RS02510	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Menaquinone and ubiquinone	polyprenyl synthetase family protein	PgPan_0026
ubiE	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Menaquinone and ubiquinone	"bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE"	PgPan_0158
menA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Menaquinone and ubiquinone	"1,4-dihydroxy-2-naphthoate octaprenyltransferase"	PgPan_0790
CS387_RS06005	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Menaquinone and ubiquinone	class I SAM-dependent methyltransferase	PgPan_1152
SJDPG2_RS01345	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other4	arginine decarboxylase	PgPan_0101
AT291_RS10090	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other4	4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol kinase	PgPan_0126
ispG	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other4	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	PgPan_0138
CF001_RS15960	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other4	1-deoxy-D-xylulose-5-phosphate reductoisomerase	PgPan_0396
dxs	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other4	1-deoxy-D-xylulose-5-phosphate synthase	PgPan_0766
sufD	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other4	Fe-S cluster assembly protein SufD	PgPan_1008
sufC	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other4	Fe-S cluster assembly ATPase SufC	PgPan_1009
sufB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other4	Fe-S cluster assembly protein SufB	PgPan_1010
CS543_RS00640	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other4	2-phosphosulfolactate phosphatase	PgPan_1241
SJDPG2_RS00610	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other4	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"	PgPan_1252
sufS	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other4	cysteine desulfurase	PgPan_1342
PGJ_RS03710	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	aspartate 1-decarboxylase	PgPan_0271
CS374_RS04615	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	2-dehydropantoate 2-reductase	PgPan_0776
CF003_RS12040	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	4-phosphopantetheinyl transferase superfamily protein	PgPan_0998
coaBC	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	PgPan_1138
panB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	3-methyl-2-oxobutanoate hydroxymethyltransferase	PgPan_1520
coaE	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	dephospho-CoA kinase	PgPan_1615
AT291_RS07950	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	pantoate--beta-alanine ligase	PgPan_1620
coaD	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	pantetheine-phosphate adenylyltransferase	PgPan_1770
CS545_RS02540	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pantothenate and coenzyme A	type III pantothenate kinase	PgPan_1840
CS059_RS10960	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	adenylate kinase	PgPan_0032
AT291_RS05340	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	NADP transhydrogenase subunit beta	PgPan_0423
PGS_RS02885	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	NAD(P) transhydrogenase subunit alpha	PgPan_0424
CS550_RS06275	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	PgPan_0425
nadB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	L-aspartate oxidase	PgPan_0854
nadC	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	carboxylating nicotinate-nucleotide diphosphorylase	PgPan_0855
nadA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	quinolinate synthase NadA	PgPan_0856
CS550_RS09405	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	NAD-dependent deacylase	PgPan_1234
pncB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	nicotinate phosphoribosyltransferase	PgPan_1275
B0492_RS01280	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	nicotinate-nucleotide adenylyltransferase	PgPan_1276
CS374_RS08325	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	isochorismatase family protein	PgPan_1393
CBG53_RS01805	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	NAD kinase	PgPan_1487
PGS_RS06570	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	NAD(+) synthase	PgPan_1564
pdxB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridoxine	4-phosphoerythronate dehydrogenase PdxB	PgPan_0514
pdxA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridoxine	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	PgPan_0690
pdxH	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridoxine	pyridoxamine 5-phosphate oxidase	PgPan_0970
pdxJ	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridoxine	pyridoxine 5-phosphate synthase	PgPan_1486
ribF	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Riboflavin, FMN, and FAD"	riboflavin biosynthesis protein RibF	PgPan_0143
ribD	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Riboflavin, FMN, and FAD"	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	PgPan_1100
CS374_RS08595	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Riboflavin, FMN, and FAD"	riboflavin synthase	PgPan_1344
PGF_RS03590	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Riboflavin, FMN, and FAD"	HAD family phosphatase	PgPan_1352
CF003_RS13555	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Riboflavin, FMN, and FAD"	"bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II"	PgPan_1510
AT291_RS07580	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Riboflavin, FMN, and FAD"	"6,7-dimethyl-8-ribityllumazine synthase"	PgPan_1902
thiH	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Thiamine	2-iminoacetate synthase ThiH	PgPan_0722
CS550_RS08795	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Thiamine	thiazole synthase	PgPan_0723
CS387_RS08295	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Thiamine	thiamine phosphate synthase	PgPan_0724
thiC	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Thiamine	phosphomethylpyrimidine synthase ThiC	PgPan_0725
thiS	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Thiamine	sulfur carrier protein ThiS	PgPan_0726
CF003_RS19645	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Thiamine	thiamine diphosphokinase	PgPan_1176
thiL	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Thiamine	thiamine-phosphate kinase	PgPan_1479
B0492_RS05565	Metabolism	Central intermediary metabolism	Amino sugars	glucosamine-6-phosphate deaminase	PgPan_0042
glmM	Metabolism	Central intermediary metabolism	Amino sugars	phosphoglucosamine mutase	PgPan_0284
B0493_RS03820	Metabolism	Central intermediary metabolism	Nitrogen metabolism	GNAT family N-acetyltransferase	PgPan_0487
folD	Metabolism	Central intermediary metabolism	One-carbon metabolism	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	PgPan_0269
CS544_RS10520	Metabolism	Central intermediary metabolism	One-carbon metabolism	formate--tetrahydrofolate ligase	PgPan_0434
CS544_RS06965	Metabolism	Central intermediary metabolism	One-carbon metabolism	5-formyltetrahydrofolate cyclo-ligase	PgPan_1141
pta	Metabolism	Central intermediary metabolism	Other5	phosphate acetyltransferase	PgPan_0294
CS059_RS05415	Metabolism	Central intermediary metabolism	Other5	agmatine deiminase family protein	PgPan_1111
EG14_RS04345	Metabolism	Central intermediary metabolism	Other5	carbon-nitrogen hydrolase	PgPan_1112
CLI74_RS02485	Metabolism	Central intermediary metabolism	Other5	methionine adenosyltransferase	PgPan_1175
PGS_RS06725	Metabolism	Central intermediary metabolism	Other5	5-methylthioadenosine/adenosylhomocysteine nucleosidase	PgPan_1606
CS545_RS01090	Metabolism	Central intermediary metabolism	Phosphorus compounds	RNA degradosome polyphosphate kinase	PgPan_1164
nspC	Metabolism	Central intermediary metabolism	Polyamine biosynthesis	carboxynorspermidine decarboxylase	PgPan_1103
CBG53_RS00570	Metabolism	Central intermediary metabolism	Sulfur metabolism	acyl-CoA dehydrogenase	PgPan_0017
HMPREF1555_RS01775	Metabolism	Central intermediary metabolism	Sulfur metabolism	bifunctional oligoribonuclease/PAP phosphatase NrnA	PgPan_0286
gcvH	Metabolism	Energy metabolism	Amino acids and amines	glycine cleavage system protein GcvH	PgPan_0136
gcvP	Metabolism	Energy metabolism	Amino acids and amines	aminomethyl-transferring glycine dehydrogenase	PgPan_0449
rocD	Metabolism	Energy metabolism	Amino acids and amines	ornithine--oxo-acid transaminase	PgPan_0476
pruA	Metabolism	Energy metabolism	Amino acids and amines	L-glutamate gamma-semialdehyde dehydrogenase	PgPan_0478
gcvT	Metabolism	Energy metabolism	Amino acids and amines	glycine cleavage system aminomethyltransferase GcvT	PgPan_0834
B0493_RS01890	Metabolism	Energy metabolism	Amino acids and amines	aspartate ammonia-lyase	PgPan_0993
CS550_RS00320	Metabolism	Energy metabolism	Amino acids and amines	urocanate hydratase	PgPan_1153
CS544_RS06195	Metabolism	Energy metabolism	Amino acids and amines	L-serine ammonia-lyase	PgPan_1297
kbl	Metabolism	Energy metabolism	Amino acids and amines	glycine C-acetyltransferase	PgPan_1617
AT291_RS07965	Metabolism	Energy metabolism	Amino acids and amines	aminotransferase class V-fold PLP-dependent enzyme	PgPan_1623
hutH	Metabolism	Energy metabolism	Amino acids and amines	histidine ammonia-lyase	PgPan_1730
CS388_RS07155	Metabolism	Energy metabolism	Amino acids and amines	imidazolonepropionase	PgPan_1734
ftcD	Metabolism	Energy metabolism	Amino acids and amines	glutamate formimidoyltransferase	PgPan_1735
